nrCrt,Denumire agent economic,cod unic de inregistrare
2944,SUCIU LOGISTIK S.R.L.,RO29095688
2945,SUGEAC ELENA INTREPRINDERE INDIVIDUALA,37004745
2946,Super bunny,38324390
2947,SUPER MACO & VIVI S.R.L.,28869322
2948,SUPREM BRAND SRL,RO33803839
2949,SWL RESTAURANT SRL,RO31177895
2950,SYC COM AMY SRL,16141812
2951,SYLY COM SRL,RO1640067
2952,SYSTEM  NETWORKS  SRL,29730445
2953,SZABO M. LAJOS INTREPRINDERE INDIVIDUALA,RO25934892
2954,TABACIOC GRUP SRL,RO25777283
2955,TABAN TRAFIC SRL,RO12172956
2956,TACHE LUCIA INTR.INDIVIDUALA,RO19669520
2957,TAI-PAN IMPEX,RO5176696
2958,Taller,1139130
2959,TAMASAN DORINA LIVIA IF,15478373
2960,Tameda srl,RO17900953
2961,tamiga serco srl,RO30877
2962,TAMISA ALEX-SO SRL,RO34172892
2963,TANASE FLORIN,RO14102833
2964,TANASESCU GHEORGHE INTREPRINDERE INDIVIDUALA,RO24064150
2965,Tanislav Gheorghita,28441333
2966,TARALEX SRL,RO20768969
2967,TATARU LILIANA PERSOANA FIZICA AUTORIZATA,19948745
2968,TATIPAD SRL,RO37797624
2969,TATISEB SRL,RO6137563
2970,TCR TOTAL COMERT SRL,RO18773181
2971,TDG CRIMPEX SRL,RO9802075
2972,TEDAIO COMP SRL,RO6808049
2973,TEHNOFLEX PRODIMPEX SRL,RO4016298
2974,Tehnoplus Exim SRL,RO4061744
2975,TEL TRADE SIBIU SRL,RO28026213
2976,TEMISZ-COM SRL,RO9166369
2977,TEMYTCONCEPT  CONSULTING,38308114
2978,TEO-TRANS LOGISTIC S.R.L.,RO35754040
2979,TEOLA SRL,RO11190830
2980,TERESY COMSERV,RO7301531
2981,Terra Com srl,RO0650690
2982,TERRA NOVA SRL,RO4620358
2983,TEXIM EXPORT-IMPORT SRL,RO413961
2984,TEXT INC ALIM VIITORUL,RO2126731
2985,THEOANDIV MARKET SRL,RO39401440
2986,TIAFLOR COMGEN SRL,7872198
2987,TIANU F. CONSTANTA INTREPRINDERE FAMILIALA,14200556
2988,tib marmura stil srl,35492771
2989,TIBEROM IMPEX,RO8196191
2990,Tibinko Trade,RO27975210
2991,TIC DONA SRL,RO193327
2992,TIHEROS COMPANY SRL,RO25858957
2993,TIM CRIS SRL,RO15856878
2994,TIMOFTE STREET SRL,40109504
2995,TOANCHINA MARIA ELENA,28227608
2996,TOBACCO DISCOUNT SRL,RO38912241
2997,TOBACCO SHOP MICRO SRL,RO35244504
2998,TOBACCO TRADING INTERNATIONAL RO S.R.L.,RO11389273
2999,Todoran P Ilona,35395655
3000,Todorut Vasile,25808177
3001,Tom-Rodi Com Srl,RO11240637
3002,toma,RO1517120
3003,TOMA & IACOB MARKET SRL,RO31943151
3004,TOMA F. C. MARIANA INTREPRINDERE INDIVIDUALA,40865826
3005,TOMIMIXT SRL,24997442
3006,Tomsa Lucian Intreprindere Familiala,RO11938851
3007,Toni Trans Construct,18624503
3008,TONIC ANC,23441111
3009,TOP AMA PETROL SRL,RO32949020
3010,TOP TEAM SRL,RO18525844
3011,Topliceanu Adrian Iulian,RO16948732
3012,TOPMOD SRL,RO3948021
3013,TOPOLS RUT SRL,RO16897833
3014,TOTAL DISTRIBUTION GROUP ARGES SRL,RO9431775
3015,Traistaru Gheorghe PFA,31932039
3016,TRANS IVINIS & CO SRL,RO5851237
3017,TRANSIT SRL FALTICENI,RO734791
3018,TRANSMAT IMPEX S.R.L.,5296978
3019,TRANSPORT CALATORI SA,RO4325927
3020,TRANSVIO SRL,RO14646479
3021,TREND ENERGY SRL,RO26394847
3022,TRI MAX SRL,RO8752173
3023,Tridebe distribution,RO33337348
3024,TRIDIVERS SRL,RO16954866
3025,TRILATER COM S.R.L.,RO9811693
3026,TRISPAS 2002 SRL,14488581
3027,TRISTAR SRL,RO16743338
3028,TRUBADUR,14467368
3029,TRUE PIZZA SRL,RO37584111
3030,TRUSTUL DE PRESA DUNAREA DE JOS SA,RO1643195
3031,TSUNAMI COM SRL,RO17213011
3032,TUDALEX SRL,RO16854727
3033,TUDOR CRISTIANA PERSOANA FIZICA AUTORIZATA,32670149
3034,TUDOR S. PETRUTA INTREPRINDERE INDIVIDUALA,40849600
3035,"TUDORACHE NICOLETA ""STEFANICA"" INTREPRINDERE INDIVIDUALA",22594940
3036,TUDORANDA GHIMARKET S.R.L.,RO39603287
3037,UGARD LUCKY S.R.L,RO15064940
3038,UGURSES ELENA,RO6741097
3039,UMB Cristotal,RO15921844
3040,Ungur Nicolae,31150725
3041,Ungureanu I. Valeria Intreprindere Individuala,38991962
3042,UNICOM HOLDING SA,RO3507700
3043,Unikol Prod Srl,RO17508802
3044,UNITED FAMILY SRL,RO32208760
3045,UNIVERS III SRL,RO1180538
3046,UNIVERSULX.SRL,RO31165289
3047,URNIK IMPEX SRL,RO6589470
3048,UTSOPA SRL,RO403801
3049,Utuca,RO25716626
3050,UVERTURA COM SRL,RO6704005
3051,v markt distribution srl,35359636
3052,V&G OIL 2002 SRL,RO8760559
3053,VACARIU AURICA PERSOANA FIZICA AUTORIZATA,27179642
3054,Vaida Nela,19799465
3055,VALBERTO SRL,RO13639708
3056,Valencia srl,RO3624530
3057,VALENTINA COMPANY SRL,RO19178093
3058,VALSADA SRL,RO16681081
3059,VAMBUZ PROD S.R.L,7627008
3060,VANESSA SOCIETATE COOPERATIVA MESTESUGAREASCA,RO16143490
3061,Vanghelie Marius Cornel,37217816
3062,VANIMO MIXT SRL,RO9512039
3063,VANTU MIHAI INTREPRINDERE INDIVIDUALA,40862897
3064,VARGA SRL,RO2205312
3065,VARMIVA COMITEX,RO10268508
3066,VASICOR CONSULTING,RO30065273
3067,VÄTAFU GINA MIOARA ÃNTREPRINDERE INDIVIDUALÄ,29270592
3068,VB SECURITY TURISM SRL,RO34180372
3069,VEKTOR GRUP SRL,RO18681240
3070,VELPOCOM SRL,RO16186377
3071,VERIDISCO,RO5168219
3072,VERUZI MIHAELA INTREPRINDERE INDIVIDUALA,33262962
3073,VESPER SRL,RO198316
3074,VH EXTRA OIL SRL,RO29111155
3075,VH SECURITY SRL,RO5153056
3076,VI & VI SRL,RO2756176
3077,VIA ELECTRONIC,5239280
3078,Vianet Shop SRL,RO21060064
3079,VIANGI COM,24144844
3080,VICANDREI VIO SRL,40649253
3081,VICKS STORE SRL,33103673
3082,VICOR SIB SRL,RO16362082
3083,Victabi Serv,4442323
3084,VIDI MIRRA COST SRL,39950650
3085,VIENEZ,RO4209140
3086,VIISOARA COM,RO165386
3087,VILHELEM A.ROZALIA INTREPRINDERE INDIVIDUALA,40842105
3088,VINTILESCU DOREL INTEPRINDERE FAMILIALA,11175580
3089,VIO & OLY SALES SRL,33111552
3090,VIO COMP S.R.L.,RO1146749
3091,VIO STIL S.R.L.,14493600
3092,VIOGAB IMPEX SRL,RO16741590
3093,VIOLUCMIRI SRL,RO40304130
3094,VIONGET RADU 2012 SRL,RO30810882
3095,VIOTUR BUSINESS SRL,RO33883781
3096,VIRTUAL WORLD SRL,RO14828810
3097,Vis costi 2006,RO19754145
3098,VISAN C. SORIN CONSTANTIN INTREPRINDERE INDIVIDUALA,28022114
3099,VISCORA IMPEX SRL,RO8040582
3100,VLAD IOAN MIXT P.F.A.,33464252
3101,VLADMAR CRISTAL MARKET SRL,RO32373920
3102,VLASCU 2007 SRL,RO22394313
3103,VLD TOP SERVICES SRL,RO35715911
3104,Volt Plus SRL,RO31249134
3105,vuflor comserv srl,RO8156952
3106,VULTURUL PLESUV SRL,RO0002273
3107,WATERCHESTNUT SRL,RO27866328
3108,WIN INVEST SRL,RO24088078
3109,Wine Expert Armony SRL,RO38190905
3110,WINGS CONCEPT SRL,RO30891755
3111,XELAIRAM,21248476
3112,XIMENA DISTRIBUTIE SRL,RO17553897
3113,YANJUN DRAG SRL,RO11791474
3114,YCOMARIA TRADE SRL,1308263
3115,YNY 34 SRL-D,36448871
3116,Yolo Vanmart SRL,RO37460202
3117,YSTENA COM SRL,8052803
3118,yvy&betty srl,RO29060167
3119,ZAHARIA COM SRL,RO16043407
3120,Zair Energy SRL,RO31677785
3121,ZAVALAN TUDOR Ã®NTREPRINDERE FAMILIALA,RO10758593
3122,ZEMLAZ IMPEX S.R.L.,RO5984284
3123,ZEVECAR,36866840
3124,ZINNER TRADING SRL,RO35362143
3125,ZOLI & ELI,RO17183964
3126,ZOLYA VENCZEL ÃNTREPRINDERE FAMILIALÄ,RO12539212
3127,ZON LIME SRL,RO32770890
3128,ZORBA STAS SRL,RO29753597
3129,Zosonluc,37826959
3130,Zozomar SRL,39087844
3131,ZSANI-MIXT SRL,RO34242394
3132,ZSECAF COM SRL,6737991
3133,101 ARTICOLE COSLEGI S.R.L.,1307233
3134,1146510,1146510
3135,18921210,RO18921210
3136,33541649,RO33541649
3137,40071299,40071299
,,
